id1,id2
177532,115516
133845,227456
133845,247777
245346,159028
93872,109447
44917,26307
180232,41355
34452,74848
39296,175537
156269,137034
158814,187937
137979,245363
88315,225809
25822,84899
25822,65745
174715,171680
236983,257564
141230,64580
18987,142227
39505,141685
236773,116563
129594,224420
94503,225085
185305,77198
137979,183127
148984,109749
40661,144136
177707,144518
164108,224671
27640,115184
115926,158798
10117,146257
223982,66499
221837,217191
138488,102591
64058,77307
87564,8942
179015,151337
23276,85343
190470,227108
144198,246422
146494,254657
233277,181332
17030,71698
5389,219123
96386,94344
137013,260504
137013,63304
170380,113368
48414,245472
43021,245842
43021,146804
233057,57504
84851,200426
70538,123720
15791,175717
27281,159773
241558,106848
71210,179282
173285,202240
173285,231406
36684,32361
235913,182480
5979,65215
15164,45242
125533,12360
96879,226356
133539,62061
136398,43205
88709,40887
158037,234924
168506,203440
169336,126091
255848,247061
225997,204066
235709,93548
129278,49582
157587,247460
67140,27967
217164,250458
85064,132836
196152,164234
244560,56796
220707,188641
47315,168398
232645,67848
139255,252486
99216,88832
76361,203738
177966,188141
139255,103833
8039,124889
42636,251142
255848,113179
6795,52678
125547,62495
50209,204569
144572,53163
144572,79895
191795,170276
105526,125271
216924,103554
9343,120746
19554,72488
260729,39026
215852,103222
13229,183232
90197,141417
107673,225941
45052,171294
246281,40090
150166,154860
22770,47531
765,213472
248446,167152
179150,154954
219097,34105
45387,116913
21139,23672
43476,169468
139971,206627
140217,71022
217164,184917
48313,110566
48313,239702
106871,79362
25822,10017
75835,243032
75835,49073
124940,203768
137660,145747
7345,60481
168328,142466
168328,55052
168328,53848
117908,199282
156832,235844
33365,24394
12316,221764
21584,225349
91118,143059
162797,187992
110731,73820
59300,49036
101165,114835
159567,168122
199894,48285
139367,194645
138496,225545
143154,208222
11586,225201
11586,153628
11586,47292
172259,173894
219230,50641
258154,111952
134650,2123
67394,183736
20889,119841
142175,131298
187438,76456
36269,173351
177828,73817
93181,189647
21950,40842
221377,5405
87270,20238
69058,254619
83388,95572
243149,173359
82197,230154
14953,190059
144457,22270
152287,89928
135027,171333
135027,164472
51824,122180
51824,221191
37752,120221
226431,155185
145759,165613
145759,180126
100332,19325
100332,43717
245364,6401
245364,202472
179407,169871
179407,85736
15031,249130
257955,39104
257955,235195
212002,105022
168707,176079
22925,227719
240419,26366
90796,69320
196717,58656
196717,27363
167700,115824
113088,227788
26821,59137
106249,237203
43885,212
173191,169062
86974,58766
223231,76704
95453,135135
4632,217517
124687,152768
1468,44306
60559,221741
18821,220063
213828,102202
127527,247008
127527,193910
139760,51466
161605,215209
258197,12065
124687,248569
91026,44746
91026,100154
91026,27119
91026,28400
91026,469
91026,197629
99185,218066
108732,35405
48282,100458
91026,230142
91026,247888
208904,151578
83601,32945
195832,49496
37632,232101
133333,160748
133333,33792
133333,240038
249404,149107
26496,101857
119851,71008
178771,224682
68569,39493
204484,227132
145796,257264
145796,87938
40527,15793
216081,76799
216081,106323
117735,60570
121312,197573
80554,227111
86922,113577
200736,109057
14227,45661
14227,50307
161908,114628
112148,12097
66730,169076
81763,106279
138488,29131
143432,47608
69913,240277
69913,135777
133514,129086
150891,196999
249266,33976
249266,193602
249266,52202
249266,261054
249266,118963
198499,128209
249266,200042
190956,57909
6147,225762
221132,220618
240390,246497
259341,6158
259341,154115
259341,186586
95228,161644
95228,184991
176246,50582
1051,148428
138044,87942
215325,22009
138550,135415
40087,89772
80218,40153
178235,61679
178782,99434
203573,228659
13916,96357
86664,139756
93166,46431
257507,60493
72995,65557
8480,177247
163103,143105
202147,75269
171322,193407
104029,205026
63054,3431
105232,121162
19371,113732
23368,126029
53363,128172
204091,90335
134546,153052
214782,90950
26974,235511
151435,163844
48034,134233
30892,248597
198765,241937
198765,32230
198765,32520
110234,160119
100510,229077
117544,42352
117544,27336
117544,165951
82736,68872
82736,217985
148412,101063
190985,175200
261791,53619
92381,198013
95207,10275
260330,243563
230827,72860
24624,48985
69184,170712
197881,232207
38769,94896
197881,254545
69184,185444
103055,20978
45138,43716
21039,152259
106166,160999
175613,250190
102188,210141
4025,74682
4025,37431
19357,28354
33516,250424
33516,45461
219267,105833
11121,1728
11121,256980
11121,10263
11121,119079
11121,228740
214614,231857
11121,84998
214614,194503
235121,204350
16648,226175
19357,70409
161268,73050
72617,196394
103960,87860
80094,36484
80094,63735
80094,44969
80094,26585
116293,165268
119994,156698
91250,210296
20008,111630
13721,251584
95623,90009
47954,128488
20020,37239
30220,229251
114046,94197
134842,114642
233753,145693
66780,16822
43102,14421
116584,43863
64769,130151
50106,54021
64769,72692
64769,66253
5238,195548
93268,47571
29641,86725
171639,69501
50106,204892
93268,33507
5238,238559
5238,79399
5238,89154
75403,72001
75403,94469
42283,39875
103311,213815
86378,21512
86378,109156
229098,7094
168363,62577
168363,115794
9480,155991
9480,242081
192716,54548
192716,166108
68942,261428
181079,157249
55983,199915
221401,186124
203636,116458
203636,204640
102791,227572
102791,169787
63501,140228
122845,222422
168682,201996
80225,108830
187363,133777
7346,101687
187363,85989
142615,29389
63892,5827
194470,47053
49906,49061
7207,10622
127527,46898
39184,221774
92694,41788
115388,24171
33307,219751
56049,221146
77763,172896
93659,234421
144194,134496
258158,87074
185859,159903
212184,245436
212184,74228
212184,238545
91026,163976
218728,50306
218728,216992
247437,23863
247437,137247
205730,137681
205730,206510
195434,138512
9819,37850
223145,258329
190527,210838
256979,66507
256979,207270
256979,103646
256979,143556
238732,204733
50106,87540
14981,160167
72617,226346
72617,176776
103297,168084
213461,16694
7028,190183
248582,120041
36443,173537
103311,29273
252102,122126
252102,116657
9228,97435
140219,86907
42734,257377
42734,253864
38620,69908
168860,181182
82908,51043
82908,169612
82908,86073
82908,104402
82908,174235
123505,107814
256084,149299
104078,211983
253301,71175
61501,242474
61501,152639
140675,230807
90154,235571
20618,90675
990,47156
185282,201935
101908,56635
42186,248552
249483,218532
45702,122309
249483,91722
260501,252637
260501,209353
260501,9772
233307,173471
118053,80268
234149,244011
17387,249816
250135,94147
95524,210987
52069,149426
187483,229140
161796,70834
4844,50770
218425,32406
46988,38515
61242,57743
61242,96863
221721,210
239027,65901
103648,136201
110943,230785
101615,99399
57704,56161
57704,148514
9651,261512
115411,206344
76953,204309
87934,122583
87934,87570
66640,193082
239625,8229
239625,162314
66730,78274
42445,257596
9509,186428
9509,179821
119156,14506
75303,211018
198655,95036
205527,247736
12634,154504
12634,53276
12634,164534
236516,261415
17294,238040
111419,84171
236825,249182
246039,1363
67492,188131
116020,54138
100905,179466
58696,82064
223145,74911
80993,66527
42965,180576
112944,183608
112944,257966
112944,44319
245108,92638
116020,167363
119966,188462
119966,255708
21714,43763
64680,44772
64680,109330
259569,167224
53470,256097
129153,28139
174504,44075
59292,124629
89144,233058
211926,160289
51516,203173
18196,302
111811,34453
254673,89187
111811,161769
108515,155850
24632,251490
156118,651
203147,214550
111631,73799
110963,178758
136100,134022
205165,186371
77833,258546
65522,147346
125819,127844
28978,200119
164975,104110
213560,257235
185045,83995
112148,5369
161585,80093
244756,255998
140147,80358
88389,9911
175838,163813
169079,235528
1746,24516
174561,229481
242249,73143
43040,248280
76829,173635
76829,63389
250656,200333
108052,119351
229017,212611
161585,42996
161585,186041
137058,17595
57669,53949
53082,246734
190115,159975
186679,127752
259181,35722
218425,53262
218425,182363
209010,226528
40250,117295
8419,97521
37782,154789
31719,123785
252379,217811
156118,29072
160898,37637
87462,124422
87462,19195
241083,80753
26382,220688
261629,69968
261629,126167
198642,150223
198642,38598
198642,153949
198642,14207
110687,186819
198642,60110
198642,215075
198642,44918
184316,232493
190238,169968
240333,92747
240333,212195
240333,54909
205776,236786
260906,82413
119966,158981
119966,52858
19371,164098
71284,119505
71284,121478
71284,63281
71284,10897
71284,217404
71284,233265
71284,143253
71284,3953
105418,81215
174290,134237
261332,133138
79698,71834
79698,164758
79698,213248
53439,113677
231845,151377
225846,241138
94521,22983
53476,246003
23162,1377
181782,60682
181782,186685
116242,257478
112184,181444
68102,153720
234585,165124
239733,121710
239733,237880
144921,189846
144921,153129
144921,254905
144921,53364
144921,91042
147838,148752
140939,163605
234585,21787
149822,154336
149822,120459
149822,199526
186937,206800
232259,227646
78720,160531
40877,205237
186937,137528
37581,102697
24632,155386
24632,240904
28326,2209
28326,239549
160726,155714
206614,158866
69719,99726
215945,29036
215945,178906
215945,28503
215945,127805
70479,166987
70479,243826
129924,199729
204278,9514
209010,215431
217164,128846
208311,122736
170793,41549
5857,159815
11549,109211
251646,81912
251646,136053
111168,150347
61389,95323
187770,159218
102541,39400
43124,62630
43124,25659
43124,193822
43124,104170
42380,63426
42380,5260
171463,191436
112172,210243
120148,34423
229410,254763
119154,98693
102254,12169
47919,98176
240068,50016
18957,100712
95200,124124
238067,255100
64630,111145
95200,144937
205527,167429
130900,17771
130900,187943
130900,92087
130900,85909
130900,233797
130900,96249
130900,69499
245567,65734
185080,79593
40487,10746
163228,163506
115627,99110
